Gene,Statistic,Percentage,Cell Types
TUBB4B,7 out of 24,29.17%,Astrocytes 8; Oligodendrocytes 10; Connective tissue cells 21; DA like neurons 11; Oligodendrocytes 3; GABA like neurons 14; DA neurons 6
TUBB6,0 out of 24,0.00%,
TUBD1,1 out of 24,4.17%,Connective tissue cells 21
TUBE1,0 out of 24,0.00%,
TUBG1,0 out of 24,0.00%,
TUBG2,2 out of 24,8.33%,Astrocytes microglia 23; Oligodendrocytes 16
TUBGCP2,0 out of 24,0.00%,
TUBGCP3,0 out of 24,0.00%,
TUBGCP4,0 out of 24,0.00%,
TUBGCP5,0 out of 24,0.00%,
TUBGCP6,0 out of 24,0.00%,
TUFM,4 out of 24,16.67%,GABA neurons expressing GLU receptors 22; DA like neurons 11; Connective tissue cells 21; T cells 18
TULP3,0 out of 24,0.00%,
TULP4,2 out of 24,8.33%,GABA neurons expressing GABA receptors 13; T cells 18
TUNAR,0 out of 24,0.00%,
TUSC2,0 out of 24,0.00%,
TUSC3,0 out of 24,0.00%,
TUT4,1 out of 24,4.17%,Oligodendrocytes 10
TUT7,0 out of 24,0.00%,
TVP23A,0 out of 24,0.00%,
TVP23B,1 out of 24,4.17%,Connective tissue cells 21
TWF1,1 out of 24,4.17%,Astrocytes microglia 23
TWIST1,0 out of 24,0.00%,
TWIST2,0 out of 24,0.00%,
TWSG1,2 out of 24,8.33%,Connective tissue cells 21; GABA like neurons 14
TXK,1 out of 24,4.17%,T cells 18
TXLNA,0 out of 24,0.00%,
TXLNG,0 out of 24,0.00%,
TXN,0 out of 24,0.00%,
TXN2,0 out of 24,0.00%,
TXNDC11,0 out of 24,0.00%,
TXNDC12,0 out of 24,0.00%,
TXNDC15,0 out of 24,0.00%,
TXNDC16,0 out of 24,0.00%,
TXNDC9,1 out of 24,4.17%,Astrocytes microglia 23
TXNIP,3 out of 24,12.50%,Microglia 1; Astrocytes 15; Oligodendrocytes 0
TXNL1,0 out of 24,0.00%,
TXNL4A,0 out of 24,0.00%,
TXNL4B,1 out of 24,4.17%,Astrocytes 4
TXNRD1,6 out of 24,25.00%,Oligodendrocyte progenitor cells 12; Connective tissue cells 21; T cells 18; Oligodendrocytes 0; Endothelial cells 9; Microglia 1
TXNRD2,0 out of 24,0.00%,
TXNRD3NB,0 out of 24,0.00%,
TYK2,0 out of 24,0.00%,
TYMP,2 out of 24,8.33%,Astrocytes microglia 23; Microglia 19
TYRO3,0 out of 24,0.00%,
TYROBP,0 out of 24,0.00%,
TYW1,0 out of 24,0.00%,
TYW1B,0 out of 24,0.00%,
TYW3,1 out of 24,4.17%,Oligodendrocytes 16
TYW5,0 out of 24,0.00%,
U2AF2,1 out of 24,4.17%,Astrocytes microglia 23
U2SURP,0 out of 24,0.00%,
U91319.1,3 out of 24,12.50%,GABA neurons expressing GLU receptors 22; DA like neurons 11; Astrocytes 4
UACA,3 out of 24,12.50%,Endothelial cells 9; Oligodendrocytes 20; Oligodendrocytes 3
UAP1,0 out of 24,0.00%,
UBA1,0 out of 24,0.00%,
UBA2,0 out of 24,0.00%,
UBA3,0 out of 24,0.00%,
UBA5,0 out of 24,0.00%,
UBA52,6 out of 24,25.00%,Oligodendrocyte progenitor cells 12; GABA like neurons 14; T cells 18; Microglia 19; Endothelial cells 9; Microglia 1
UBA6,1 out of 24,4.17%,T cells 18
UBA6-AS1,3 out of 24,12.50%,GABA neurons expressing GLU receptors 22; DA like neurons 11; Astrocytes 4
UBA7,0 out of 24,0.00%,
UBAC1,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
UBAC2,1 out of 24,4.17%,Oligodendrocytes 10
UBALD2,0 out of 24,0.00%,
UBAP1,0 out of 24,0.00%,
UBAP1L,0 out of 24,0.00%,
UBAP2,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; Oligodendrocytes 10
UBAP2L,0 out of 24,0.00%,
UBASH3A,0 out of 24,0.00%,
UBASH3B,5 out of 24,20.83%,Astrocytes 5; Oligodendrocyte progenitor cells 7; Astrocytes 4; T cells 18; Astrocytes 15
UBB,16 out of 24,66.67%,Oligodendrocyte progenitor cells 12; Astrocytes 8; GABA neurons expressing GLU receptors 22; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte progenitor cells 7; DA like neurons 11; Astrocytes 4; Oligodendrocytes 16; Oligodendrocytes 3; GABA like neurons 14; T cells 18; Microglia 19; GABA neurons expressing GABA receptors 13; DA neurons 6; Microglia 1
UBC,11 out of 24,45.83%,Astrocytes 8; GABA neurons expressing GLU receptors 22; GLU like neurons 17; Astrocytes 5; Oligodendrocytes 10; Oligodendrocyte progenitor cells 7; DA like neurons 11; Astrocytes 4; Oligodendrocytes 3; GABA like neurons 14; Endothelial cells 9
UBE2A,0 out of 24,0.00%,
UBE2B,3 out of 24,12.50%,Astrocytes 8; Astrocytes 4; Astrocytes 5
UBE2D1,1 out of 24,4.17%,Connective tissue cells 21
UBE2D2,0 out of 24,0.00%,
UBE2D3,4 out of 24,16.67%,Astrocytes 8; Astrocytes 4; Astrocytes 5; Oligodendrocyte progenitor cells 12
UBE2D4,1 out of 24,4.17%,Astrocytes microglia 23
UBE2E1,1 out of 24,4.17%,Oligodendrocytes 10
UBE2E2,2 out of 24,8.33%,DA neurons 6; Oligodendrocytes 10
UBE2E3,0 out of 24,0.00%,
UBE2G1,1 out of 24,4.17%,DA like neurons 11
UBE2G2,0 out of 24,0.00%,
UBE2H,6 out of 24,25.00%,Astrocytes 8; Astrocytes 5; Oligodendrocyte progenitor cells 7; Astrocytes 4; Endothelial cells 9; Microglia 1
UBE2I,0 out of 24,0.00%,
UBE2J1,1 out of 24,4.17%,Microglia 1
UBE2J2,0 out of 24,0.00%,
UBE2K,0 out of 24,0.00%,
UBE2L3,0 out of 24,0.00%,
UBE2L6,1 out of 24,4.17%,Astrocytes microglia 23
UBE2M,0 out of 24,0.00%,
UBE2N,0 out of 24,0.00%,
UBE2O,0 out of 24,0.00%,
UBE2Q1,0 out of 24,0.00%,
UBE2Q2,0 out of 24,0.00%,
UBE2Q2L,0 out of 24,0.00%,
UBE2QL1,0 out of 24,0.00%,
UBE2R2,0 out of 24,0.00%,
UBE2S,1 out of 24,4.17%,DA neurons 6
UBE2V2,0 out of 24,0.00%,
UBE2Z,0 out of 24,0.00%,
UBE3A,0 out of 24,0.00%,
UBE3B,0 out of 24,0.00%,
UBE3C,2 out of 24,8.33%,Oligodendrocytes 10; Oligodendrocytes 0
UBE3D,3 out of 24,12.50%,Oligodendrocytes 20; DA like neurons 11; Connective tissue cells 21
UBE4A,0 out of 24,0.00%,
UBE4B,0 out of 24,0.00%,
UBFD1,0 out of 24,0.00%,
UBIAD1,0 out of 24,0.00%,
UBL3,1 out of 24,4.17%,Connective tissue cells 21
UBL5,3 out of 24,12.50%,Endothelial cells 9; DA neurons 6; GABA like neurons 14
UBLCP1,0 out of 24,0.00%,
UBN1,0 out of 24,0.00%,
UBN2,0 out of 24,0.00%,
UBOX5,0 out of 24,0.00%,
UBP1,0 out of 24,0.00%,
UBQLN1,0 out of 24,0.00%,
UBQLN2,2 out of 24,8.33%,Astrocytes microglia 23; Oligodendrocyte progenitor cells 12
UBR1,2 out of 24,8.33%,Endothelial cells 9; Oligodendrocytes 10
UBR2,1 out of 24,4.17%,Oligodendrocytes 10
UBR3,0 out of 24,0.00%,
UBR4,0 out of 24,0.00%,
UBR5,3 out of 24,12.50%,Endothelial cells 9; Oligodendrocytes 10; Oligodendrocytes 0
UBR5-AS1,0 out of 24,0.00%,
UBTD1,0 out of 24,0.00%,
UBTD2,1 out of 24,4.17%,Astrocytes 15
UBTF,0 out of 24,0.00%,
UBXN1,1 out of 24,4.17%,Astrocytes microglia 23
UBXN2A,0 out of 24,0.00%,
UBXN2B,2 out of 24,8.33%,Microglia 1; Microglia 19
UBXN4,0 out of 24,0.00%,
UBXN6,0 out of 24,0.00%,
UBXN7,0 out of 24,0.00%,
UCHL1,18 out of 24,75.00%,Astrocytes microglia 23; Oligodendrocyte progenitor cells 12; Astrocytes 8; GABA neurons expressing GLU receptors 22; Oligodendrocytes 10; Astrocytes 5; Connective tissue cells 21; Oligodendrocyte progenitor cells 7; DA like neurons 11; Astrocytes 4; Oligodendrocytes 16; Oligodendrocytes 3; GABA like neurons 14; T cells 18; Microglia 19; Endothelial cells 9; GABA neurons expressing GABA receptors 13; Microglia 1
UCHL3,0 out of 24,0.00%,
UCHL5,1 out of 24,4.17%,Astrocytes microglia 23
UCK2,0 out of 24,0.00%,
UCKL1,0 out of 24,0.00%,
UCP2,0 out of 24,0.00%,
UEVLD,0 out of 24,0.00%,
UFC1,0 out of 24,0.00%,
UFD1,0 out of 24,0.00%,
UFL1,0 out of 24,0.00%,
UFL1-AS1,0 out of 24,0.00%,
UFM1,0 out of 24,0.00%,
UFSP2,0 out of 24,0.00%,
UGCG,0 out of 24,0.00%,
UGDH,1 out of 24,4.17%,Connective tissue cells 21
UGDH-AS1,0 out of 24,0.00%,
UGGT1,0 out of 24,0.00%,
UGGT2,3 out of 24,12.50%,Oligodendrocytes 20; Microglia 1; Microglia 19
UGP2,0 out of 24,0.00%,
UGT8,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
UHMK1,1 out of 24,4.17%,Oligodendrocytes 10
UHRF1BP1,1 out of 24,4.17%,Oligodendrocytes 20
UHRF1BP1L,0 out of 24,0.00%,
UHRF2,1 out of 24,4.17%,T cells 18
UIMC1,1 out of 24,4.17%,Oligodendrocytes 20
ULK1,0 out of 24,0.00%,
ULK2,1 out of 24,4.17%,Connective tissue cells 21
ULK3,0 out of 24,0.00%,
ULK4,2 out of 24,8.33%,Astrocytes 8; Oligodendrocytes 20
UMAD1,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
UNC13A,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; GABA like neurons 14
UNC13B,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
UNC13C,3 out of 24,12.50%,GLU like neurons 17; DA like neurons 11; DA neurons 6
UNC13D,0 out of 24,0.00%,
UNC45A,0 out of 24,0.00%,
UNC50,0 out of 24,0.00%,
UNC5A,0 out of 24,0.00%,
UNC5B,0 out of 24,0.00%,
UNC5C,8 out of 24,33.33%,Oligodendrocyte progenitor cells 12; Astrocytes 8; GLU like neurons 17; GABA neurons expressing GLU receptors 22; DA like neurons 11; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocytes 0
UNC5D,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
UNC79,5 out of 24,20.83%,Oligodendrocyte progenitor cells 12; Oligodendrocytes 20; Oligodendrocytes 3; GABA like neurons 14; Oligodendrocytes 0
UNC80,0 out of 24,0.00%,
UNC93B1,0 out of 24,0.00%,
UNCX,0 out of 24,0.00%,
UNG,0 out of 24,0.00%,
UNK,0 out of 24,0.00%,
UNKL,0 out of 24,0.00%,
UPF1,0 out of 24,0.00%,
UPF2,1 out of 24,4.17%,Oligodendrocytes 10
UPF3A,0 out of 24,0.00%,
UPF3B,1 out of 24,4.17%,Astrocytes 15
UPP1,0 out of 24,0.00%,
UPP2,1 out of 24,4.17%,GLU like neurons 17
UPRT,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
UQCC1,0 out of 24,0.00%,
UQCC2,0 out of 24,0.00%,
UQCR10,7 out of 24,29.17%,Astrocytes microglia 23; GABA neurons expressing GLU receptors 22; DA like neurons 11; GABA like neurons 14; Endothelial cells 9; GABA neurons expressing GABA receptors 13; DA neurons 6
UQCRB,0 out of 24,0.00%,
UQCRC1,1 out of 24,4.17%,Astrocytes microglia 23
UQCRC2,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; DA neurons 6
UQCRFS1,2 out of 24,8.33%,Astrocytes microglia 23; GABA like neurons 14
UQCRH,4 out of 24,16.67%,GABA neurons expressing GABA receptors 13; DA like neurons 11; DA neurons 6; GABA like neurons 14
UQCRQ,3 out of 24,12.50%,Endothelial cells 9; DA neurons 6; GABA like neurons 14
URB1,0 out of 24,0.00%,
URGCP,0 out of 24,0.00%,
URI1,0 out of 24,0.00%,
URM1,0 out of 24,0.00%,
UROD,0 out of 24,0.00%,
UROS,1 out of 24,4.17%,Astrocytes microglia 23
USB1,0 out of 24,0.00%,
USF2,0 out of 24,0.00%,
USF3,0 out of 24,0.00%,
USH1C,0 out of 24,0.00%,
USH2A,0 out of 24,0.00%,
USO1,0 out of 24,0.00%,
USP1,0 out of 24,0.00%,
USP10,0 out of 24,0.00%,
USP11,2 out of 24,8.33%,GABA neurons expressing GABA receptors 13; Connective tissue cells 21
USP12,0 out of 24,0.00%,
USP13,2 out of 24,8.33%,Oligodendrocytes 20; Astrocytes 15
USP14,0 out of 24,0.00%,
USP15,2 out of 24,8.33%,Oligodendrocytes 10; Oligodendrocyte progenitor cells 12
USP16,0 out of 24,0.00%,
USP2,0 out of 24,0.00%,
USP2-AS1,0 out of 24,0.00%,
USP20,0 out of 24,0.00%,
USP22,0 out of 24,0.00%,
USP24,1 out of 24,4.17%,Oligodendrocytes 10
USP25,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 10; T cells 18
USP28,1 out of 24,4.17%,T cells 18
USP3,1 out of 24,4.17%,Oligodendrocytes 20
USP3-AS1,1 out of 24,4.17%,Astrocytes microglia 23
USP30,0 out of 24,0.00%,
USP31,5 out of 24,20.83%,Oligodendrocyte progenitor cells 12; Astrocytes 8; Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocytes 0
USP32,1 out of 24,4.17%,Oligodendrocytes 20
USP33,1 out of 24,4.17%,Oligodendrocytes 0
USP34,0 out of 24,0.00%,
USP36,6 out of 24,25.00%,Astrocytes microglia 23; Astrocytes 8; Astrocytes 4; T cells 18; Microglia 19; Microglia 1
USP37,0 out of 24,0.00%,
USP38,0 out of 24,0.00%,
USP39,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
USP4,1 out of 24,4.17%,Connective tissue cells 21
USP40,0 out of 24,0.00%,
USP42,1 out of 24,4.17%,GABA like neurons 14
USP43,0 out of 24,0.00%,
USP45,0 out of 24,0.00%,
USP46,0 out of 24,0.00%,
USP47,0 out of 24,0.00%,
USP48,0 out of 24,0.00%,
USP49,0 out of 24,0.00%,
USP5,2 out of 24,8.33%,Astrocytes microglia 23; GABA like neurons 14
USP53,0 out of 24,0.00%,
USP54,4 out of 24,16.67%,GABA neurons expressing GLU receptors 22; Astrocytes 4; Astrocytes 5; GLU like neurons 17
USP6NL,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; Oligodendrocytes 10
USP7,0 out of 24,0.00%,
USP8,0 out of 24,0.00%,
USP9X,1 out of 24,4.17%,Oligodendrocytes 0
USP9Y,1 out of 24,4.17%,Oligodendrocytes 20
USPL1,3 out of 24,12.50%,Astrocytes 4; Oligodendrocytes 16; Oligodendrocyte progenitor cells 7
UST,4 out of 24,16.67%,Endothelial cells 9; Microglia 19; Microglia 1; GABA neurons expressing GLU receptors 22
UTP14A,0 out of 24,0.00%,
UTP14C,0 out of 24,0.00%,
UTP18,0 out of 24,0.00%,
UTP20,0 out of 24,0.00%,
UTP23,0 out of 24,0.00%,
UTP4,0 out of 24,0.00%,
UTP6,0 out of 24,0.00%,
UTRN,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
UTY,3 out of 24,12.50%,Astrocytes microglia 23; Oligodendrocytes 10; T cells 18
UVRAG,0 out of 24,0.00%,
UVSSA,0 out of 24,0.00%,
UXS1,0 out of 24,0.00%,
VAC14,0 out of 24,0.00%,
VAC14-AS1,0 out of 24,0.00%,
VAMP1,1 out of 24,4.17%,GABA neurons expressing GABA receptors 13
VAMP3,0 out of 24,0.00%,
VAMP4,0 out of 24,0.00%,
VAMP5,1 out of 24,4.17%,Endothelial cells 9
VAMP7,0 out of 24,0.00%,
VAMP8,0 out of 24,0.00%,
VANGL2,0 out of 24,0.00%,
VAPA,0 out of 24,0.00%,
VAPB,0 out of 24,0.00%,
VARS,0 out of 24,0.00%,
VASH1,0 out of 24,0.00%,
VASH2,0 out of 24,0.00%,
VASN,0 out of 24,0.00%,
VASP,0 out of 24,0.00%,
VAT1,0 out of 24,0.00%,
VAT1L,0 out of 24,0.00%,
VAV1,0 out of 24,0.00%,
VAV2,0 out of 24,0.00%,
VAV3,3 out of 24,12.50%,Astrocytes microglia 23; Astrocytes 4; DA neurons 6
VBP1,0 out of 24,0.00%,
VCAM1,0 out of 24,0.00%,
VCAN,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
VCAN-AS1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
VCL,4 out of 24,16.67%,Astrocytes 8; Connective tissue cells 21; T cells 18; Microglia 19
VCP,0 out of 24,0.00%,
VCPIP1,0 out of 24,0.00%,
VCPKMT,0 out of 24,0.00%,
VDAC1,5 out of 24,20.83%,Astrocytes 8; Oligodendrocytes 10; DA like neurons 11; GABA like neurons 14; DA neurons 6
VDAC2,3 out of 24,12.50%,DA like neurons 11; DA neurons 6; Oligodendrocytes 10
VDAC3,4 out of 24,16.67%,GABA neurons expressing GLU receptors 22; Oligodendrocytes 10; Connective tissue cells 21; GABA like neurons 14
VEGFA,2 out of 24,8.33%,Astrocytes 8; Astrocytes 15
VEGFB,1 out of 24,4.17%,GABA like neurons 14
VEGFC,0 out of 24,0.00%,
VEGFD,0 out of 24,0.00%,
VEZF1,1 out of 24,4.17%,Connective tissue cells 21
VEZT,0 out of 24,0.00%,
VGF,1 out of 24,4.17%,GABA neurons expressing GABA receptors 13
VGLL3,1 out of 24,4.17%,Connective tissue cells 21
VGLL4,0 out of 24,0.00%,
VHL,0 out of 24,0.00%,
VIM,1 out of 24,4.17%,T cells 18
VIPAS39,0 out of 24,0.00%,
VIPR2,1 out of 24,4.17%,Connective tissue cells 21
VIRMA,0 out of 24,0.00%,
VIT,1 out of 24,4.17%,Connective tissue cells 21
VKORC1L1,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
VLDLR,0 out of 24,0.00%,
VLDLR-AS1,0 out of 24,0.00%,
VMA21,0 out of 24,0.00%,
VMP1,0 out of 24,0.00%,
VOPP1,0 out of 24,0.00%,
VPS11,0 out of 24,0.00%,
VPS13A,1 out of 24,4.17%,Oligodendrocytes 10
VPS13B,3 out of 24,12.50%,Endothelial cells 9; Oligodendrocytes 10; Astrocytes 5
VPS13C,0 out of 24,0.00%,
VPS13D,0 out of 24,0.00%,
VPS18,0 out of 24,0.00%,
VPS26A,0 out of 24,0.00%,
VPS26B,0 out of 24,0.00%,
VPS26C,0 out of 24,0.00%,
VPS28,2 out of 24,8.33%,Endothelial cells 9; GABA like neurons 14
VPS29,1 out of 24,4.17%,Connective tissue cells 21
VPS35,2 out of 24,8.33%,GABA neurons expressing GABA receptors 13; T cells 18
VPS35L,1 out of 24,4.17%,Oligodendrocytes 0
VPS36,0 out of 24,0.00%,
VPS37A,0 out of 24,0.00%,
VPS37B,2 out of 24,8.33%,Endothelial cells 9; T cells 18
VPS37C,0 out of 24,0.00%,
VPS39,0 out of 24,0.00%,
VPS41,0 out of 24,0.00%,
VPS45,0 out of 24,0.00%,
VPS4A,0 out of 24,0.00%,
VPS4B,0 out of 24,0.00%,
VPS50,0 out of 24,0.00%,
VPS51,1 out of 24,4.17%,Connective tissue cells 21
VPS52,0 out of 24,0.00%,
VPS53,1 out of 24,4.17%,GABA like neurons 14
VPS54,0 out of 24,0.00%,
VPS8,0 out of 24,0.00%,
VPS9D1,1 out of 24,4.17%,GABA like neurons 14
VRK1,1 out of 24,4.17%,Astrocytes microglia 23
VRK2,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 16; Oligodendrocyte progenitor cells 12
VRK3,0 out of 24,0.00%,
VSIG10,1 out of 24,4.17%,Connective tissue cells 21
VSIG4,2 out of 24,8.33%,Microglia 1; Microglia 19
VSIR,0 out of 24,0.00%,
VSNL1,0 out of 24,0.00%,
VSTM2A,0 out of 24,0.00%,
VSTM2B,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 2
VSTM2L,0 out of 24,0.00%,
VSTM4,0 out of 24,0.00%,
VSTM5,0 out of 24,0.00%,
VSX1,0 out of 24,0.00%,
VTA1,0 out of 24,0.00%,
VTI1A,2 out of 24,8.33%,Endothelial cells 9; Oligodendrocytes 10
VTI1B,0 out of 24,0.00%,
VWA1,0 out of 24,0.00%,
VWA3A,1 out of 24,4.17%,Astrocytes 5
VWA5A,0 out of 24,0.00%,
VWA5B2,0 out of 24,0.00%,
VWA8,3 out of 24,12.50%,Oligodendrocytes 20; Astrocytes 5; T cells 18
VWC2,0 out of 24,0.00%,
VWC2L,0 out of 24,0.00%,
VWF,0 out of 24,0.00%,
VXN,0 out of 24,0.00%,
WAC,3 out of 24,12.50%,Endothelial cells 9; Oligodendrocytes 10; Oligodendrocytes 0
WAC-AS1,0 out of 24,0.00%,
WAPL,0 out of 24,0.00%,
WARS,2 out of 24,8.33%,Endothelial cells 9; GLU like neurons 17
WARS2,0 out of 24,0.00%,
WAS,1 out of 24,4.17%,Astrocytes microglia 23
WASF1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
WASF2,0 out of 24,0.00%,
WASF3,0 out of 24,0.00%,
WASHC1,0 out of 24,0.00%,
WASHC2A,2 out of 24,8.33%,Astrocytes microglia 23; GABA neurons expressing GLU receptors 22
WASHC2C,1 out of 24,4.17%,Connective tissue cells 21
WASHC3,0 out of 24,0.00%,
WASHC4,0 out of 24,0.00%,
WASHC5,0 out of 24,0.00%,
WASL,0 out of 24,0.00%,
WBP11,0 out of 24,0.00%,
WBP1L,0 out of 24,0.00%,
WBP2,3 out of 24,12.50%,GABA neurons expressing GLU receptors 22; DA like neurons 11; GABA like neurons 14
WBP2NL,1 out of 24,4.17%,Oligodendrocytes 20
WBP4,0 out of 24,0.00%,
WDFY1,0 out of 24,0.00%,
WDFY2,3 out of 24,12.50%,GABA like neurons 14; Astrocytes 15; Microglia 19
WDFY3,1 out of 24,4.17%,Astrocytes 15
WDFY4,0 out of 24,0.00%,
WDPCP,0 out of 24,0.00%,
WDR1,0 out of 24,0.00%,
WDR11,0 out of 24,0.00%,
WDR11-AS1,1 out of 24,4.17%,Oligodendrocytes 20
WDR12,0 out of 24,0.00%,
WDR13,1 out of 24,4.17%,Oligodendrocytes 16
WDR17,0 out of 24,0.00%,
WDR19,0 out of 24,0.00%,
WDR20,0 out of 24,0.00%,
WDR25,1 out of 24,4.17%,Oligodendrocytes 20
WDR26,0 out of 24,0.00%,
WDR27,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; Oligodendrocytes 20
WDR3,0 out of 24,0.00%,
WDR31,0 out of 24,0.00%,
WDR33,0 out of 24,0.00%,
WDR35,0 out of 24,0.00%,
WDR36,2 out of 24,8.33%,Astrocytes microglia 23; Microglia 19
WDR37,0 out of 24,0.00%,
WDR41,0 out of 24,0.00%,
WDR43,1 out of 24,4.17%,Oligodendrocytes 10
WDR44,0 out of 24,0.00%,
WDR45,0 out of 24,0.00%,
WDR45B,0 out of 24,0.00%,
WDR47,0 out of 24,0.00%,
WDR48,0 out of 24,0.00%,
WDR49,2 out of 24,8.33%,Astrocytes 5; Astrocytes 15
WDR5,0 out of 24,0.00%,
WDR59,0 out of 24,0.00%,
WDR6,2 out of 24,8.33%,Astrocytes microglia 23; Connective tissue cells 21
WDR60,1 out of 24,4.17%,GABA like neurons 14
WDR61,2 out of 24,8.33%,Oligodendrocyte progenitor cells 7; Connective tissue cells 21
WDR66,0 out of 24,0.00%,
WDR7,0 out of 24,0.00%,
WDR70,1 out of 24,4.17%,Oligodendrocytes 10
WDR73,0 out of 24,0.00%,
WDR75,0 out of 24,0.00%,
WDR77,0 out of 24,0.00%,
WDR78,0 out of 24,0.00%,
WDR81,0 out of 24,0.00%,
WDR82,0 out of 24,0.00%,
WDR86,0 out of 24,0.00%,
WDR89,0 out of 24,0.00%,
WDR91,0 out of 24,0.00%,
WDSUB1,0 out of 24,0.00%,
WDTC1,1 out of 24,4.17%,Connective tissue cells 21
WFDC1,0 out of 24,0.00%,
WFS1,0 out of 24,0.00%,
WHAMM,0 out of 24,0.00%,
WHRN,1 out of 24,4.17%,T cells 18
WIPF1,0 out of 24,0.00%,
WIPF2,0 out of 24,0.00%,
WIPF3,0 out of 24,0.00%,
WIPI1,1 out of 24,4.17%,Microglia 19
WIPI2,0 out of 24,0.00%,
WISP1,0 out of 24,0.00%,
WLS,1 out of 24,4.17%,Microglia 19
WNK1,1 out of 24,4.17%,Astrocytes 5
WNK2,0 out of 24,0.00%,
WNK3,0 out of 24,0.00%,
WNT2B,1 out of 24,4.17%,Endothelial cells 9
WNT3,0 out of 24,0.00%,
WNT4,0 out of 24,0.00%,
WNT5A,0 out of 24,0.00%,
WNT5B,0 out of 24,0.00%,
WNT7B,0 out of 24,0.00%,
WRAP73,0 out of 24,0.00%,
WRB,0 out of 24,0.00%,
WRN,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocytes 10
WRNIP1,0 out of 24,0.00%,
WSB1,1 out of 24,4.17%,Endothelial cells 9
WSB2,0 out of 24,0.00%,
WSCD1,0 out of 24,0.00%,
WSCD2,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
WTAP,0 out of 24,0.00%,
WTIP,0 out of 24,0.00%,
WWC1,0 out of 24,0.00%,
WWC2,1 out of 24,4.17%,Oligodendrocytes 20
WWC3,0 out of 24,0.00%,
WWOX,5 out of 24,20.83%,Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocytes 2; GABA neurons expressing GABA receptors 13; DA neurons 6
WWP1,3 out of 24,12.50%,Oligodendrocytes 3; T cells 18; Microglia 19
WWP2,0 out of 24,0.00%,
WWTR1,1 out of 24,4.17%,Endothelial cells 9
XACT,0 out of 24,0.00%,
XAF1,2 out of 24,8.33%,Endothelial cells 9; Microglia 19
XBP1,1 out of 24,4.17%,Microglia 1
XIAP,0 out of 24,0.00%,
XIST,4 out of 24,16.67%,GABA neurons expressing GLU receptors 22; Oligodendrocytes 10; Astrocytes 5; Microglia 19
XKR4,2 out of 24,8.33%,DA like neurons 11; Oligodendrocyte progenitor cells 7
XKR6,2 out of 24,8.33%,Endothelial cells 9; GABA like neurons 14
XKR7,0 out of 24,0.00%,
XKR9,0 out of 24,0.00%,
XPA,0 out of 24,0.00%,
XPC,0 out of 24,0.00%,
XPNPEP1,0 out of 24,0.00%,
XPNPEP3,0 out of 24,0.00%,
XPO1,2 out of 24,8.33%,Oligodendrocytes 10; Oligodendrocytes 0
XPO4,1 out of 24,4.17%,Oligodendrocytes 10
XPO5,2 out of 24,8.33%,Oligodendrocytes 10; T cells 18
XPO6,0 out of 24,0.00%,
XPO7,0 out of 24,0.00%,
XPOT,0 out of 24,0.00%,
XPR1,0 out of 24,0.00%,
XRCC4,0 out of 24,0.00%,
XRCC5,0 out of 24,0.00%,
XRCC6,3 out of 24,12.50%,Astrocytes microglia 23; Astrocytes 4; DA neurons 6
XRN1,1 out of 24,4.17%,Oligodendrocytes 20
XRN2,0 out of 24,0.00%,
XRRA1,1 out of 24,4.17%,Astrocytes 5
XXYLT1,2 out of 24,8.33%,GLU like neurons 17; GABA like neurons 14
XXYLT1-AS2,0 out of 24,0.00%,
XYLB,0 out of 24,0.00%,
XYLT1,5 out of 24,20.83%,Oligodendrocyte progenitor cells 12; Oligodendrocytes 10; Oligodendrocyte progenitor cells 7; DA like neurons 11; Oligodendrocytes 0
YAE1D1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
YAF2,0 out of 24,0.00%,
YAP1,0 out of 24,0.00%,
YARS,0 out of 24,0.00%,
YARS2,1 out of 24,4.17%,Connective tissue cells 21
YBEY,0 out of 24,0.00%,
