Gene,Statistic,Percentage,Cell Types
RRAGD,1 out of 24,4.17%,Oligodendrocytes 0
RRAS,0 out of 24,0.00%,
RRAS2,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 12
RRBP1,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 12
RREB1,3 out of 24,12.50%,Astrocytes_microglia 23; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15
RRM1,0 out of 24,0.00%,
RRM2B,1 out of 24,4.17%,Connective_tissue_cells 21
RRN3,1 out of 24,4.17%,Connective_tissue_cells 21
RRNAD1,1 out of 24,4.17%,Astrocytes_microglia 23
RRP12,2 out of 24,8.33%,GABA_like_neurons 14; GLU_like_neurons 17
RRP15,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_neurons_expressing_GLU_receptors 22
RRP1B,4 out of 24,16.67%,Oligodendrocytes 20; T_cells 18; Oligodendrocytes 2; Connective_tissue_cells 21
RRP36,0 out of 24,0.00%,
RRP7A,1 out of 24,4.17%,Astrocytes_microglia 23
RSAD1,1 out of 24,4.17%,Astrocytes_microglia 23
RSAD2,0 out of 24,0.00%,
RSBN1,2 out of 24,8.33%,Astrocytes 4; Microglia 19
RSBN1L,1 out of 24,4.17%,Astrocytes 15
RSF1,1 out of 24,4.17%,Microglia 1
RSL1D1,0 out of 24,0.00%,
RSL24D1,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; Connective_tissue_cells 21
RSPH1,0 out of 24,0.00%,
RSPH3,1 out of 24,4.17%,Astrocytes 5
RSPO2,2 out of 24,8.33%,DA_like_neurons 11; DA_neurons 6
RSPO4,1 out of 24,4.17%,GLU_like_neurons 17
RSPRY1,4 out of 24,16.67%,Astrocytes 4; Oligodendrocyte_progenitor_cells 7; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 0
RSRC1,10 out of 24,41.67%,T_cells 18; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocytes 16; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; DA_like_neurons 11
RSRC2,2 out of 24,8.33%,Astrocytes 4; Endothelial_cells 9
RSRP1,2 out of 24,8.33%,Microglia 1; GABA_neurons_expressing_GLU_receptors 22
RSU1,3 out of 24,12.50%,DA_like_neurons 11; Oligodendrocytes 10; GLU_like_neurons 17
RTCA,1 out of 24,4.17%,Oligodendrocytes 16
RTCB,1 out of 24,4.17%,Oligodendrocytes 16
RTF1,1 out of 24,4.17%,Oligodendrocytes 10
RTF2,2 out of 24,8.33%,Oligodendrocytes 16; Connective_tissue_cells 21
RTKN,0 out of 24,0.00%,
RTL8A,0 out of 24,0.00%,
RTL8C,3 out of 24,12.50%,DA_like_neurons 11; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 7
RTN1,5 out of 24,20.83%,GABA_neurons_expressing_GABA_receptors 13; Oligodendrocytes 10; Astrocytes 5; Astrocytes 15; DA_neurons 6
RTN2,0 out of 24,0.00%,
RTN3,10 out of 24,41.67%,T_cells 18; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocytes 3; Oligodendrocytes 2; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; DA_neurons 6
RTN4,17 out of 24,70.83%,T_cells 18; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Astrocytes 15; Microglia 19; Oligodendrocytes 3; DA_like_neurons 11; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9; DA_neurons 6
RTN4IP1,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_like_neurons 14
RTN4RL1,0 out of 24,0.00%,
RTRAF,1 out of 24,4.17%,Oligodendrocytes 16
RTTN,6 out of 24,25.00%,Astrocytes_microglia 23; T_cells 18; Oligodendrocytes 20; Oligodendrocytes 10; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7
RUBCN,3 out of 24,12.50%,Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 2; Connective_tissue_cells 21
RUBCNL,2 out of 24,8.33%,Microglia 1; Microglia 19
RUFY1,4 out of 24,16.67%,Astrocytes 4; Astrocytes 5; GLU_like_neurons 17; Oligodendrocytes 16
RUFY2,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 2
RUFY3,2 out of 24,8.33%,Endothelial_cells 9; Microglia 19
RUNDC1,1 out of 24,4.17%,Astrocytes_microglia 23
RUNDC3A,0 out of 24,0.00%,
RUNDC3B,4 out of 24,16.67%,GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; GLU_like_neurons 17
RUNX1,2 out of 24,8.33%,Microglia 1; Connective_tissue_cells 21
RUNX1T1,5 out of 24,20.83%,Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9
RUNX2,3 out of 24,12.50%,T_cells 18; Microglia 1; Microglia 19
RUNX3,0 out of 24,0.00%,
RUSC1,0 out of 24,0.00%,
RUSC2,1 out of 24,4.17%,GABA_like_neurons 14
RUVBL1,2 out of 24,8.33%,Astrocytes_microglia 23; Astrocytes 15
RUVBL2,0 out of 24,0.00%,
RWDD1,0 out of 24,0.00%,
RXRA,3 out of 24,12.50%,Astrocytes 8; Astrocytes 5; Microglia 19
RXRB,1 out of 24,4.17%,Astrocytes_microglia 23
RXYLT1,0 out of 24,0.00%,
RYBP,5 out of 24,20.83%,Astrocytes 8; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Astrocytes 15
RYK,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 16; Oligodendrocytes 3; Oligodendrocytes 2; DA_like_neurons 11
RYR1,3 out of 24,12.50%,Astrocytes 8; DA_like_neurons 11; GABA_like_neurons 14
RYR2,5 out of 24,20.83%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 0
RYR3,4 out of 24,16.67%,Astrocytes 8; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17
S100A1,5 out of 24,20.83%,Astrocytes 8; Oligodendrocytes 20; Astrocytes 5; Oligodendrocytes 3; Oligodendrocytes 2
S100A10,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; Endothelial_cells 9
S100A11,3 out of 24,12.50%,Astrocytes_microglia 23; Microglia 1; Endothelial_cells 9
S100A13,1 out of 24,4.17%,Astrocytes_microglia 23
S100A16,2 out of 24,8.33%,Endothelial_cells 9; Oligodendrocyte_progenitor_cells 12
S100A4,1 out of 24,4.17%,T_cells 18
S100A6,15 out of 24,62.50%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
S100B,10 out of 24,41.67%,Astrocytes 8; Oligodendrocytes 20; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 3; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
S100PBP,2 out of 24,8.33%,Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7
S100Z,1 out of 24,4.17%,Microglia 1
S1PR1,3 out of 24,12.50%,Astrocytes_microglia 23; Astrocytes 4; Endothelial_cells 9
S1PR3,0 out of 24,0.00%,
S1PR4,0 out of 24,0.00%,
S1PR5,1 out of 24,4.17%,Oligodendrocytes 3
SAAL1,1 out of 24,4.17%,Astrocytes_microglia 23
SACM1L,7 out of 24,29.17%,T_cells 18; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Astrocytes 4; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
SACS,6 out of 24,25.00%,GABA_neurons_expressing_GABA_receptors 13; Astrocytes 8; Astrocytes 5; Oligodendrocytes 3; DA_neurons 6; Connective_tissue_cells 21
SAE1,1 out of 24,4.17%,Oligodendrocytes 16
SAFB,1 out of 24,4.17%,Oligodendrocytes 16
SAFB2,7 out of 24,29.17%,Astrocytes_microglia 23; T_cells 18; Astrocytes 8; Astrocytes 5; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Astrocytes 15
SALL1,0 out of 24,0.00%,
SALL2,1 out of 24,4.17%,Astrocytes 15
SALL3,2 out of 24,8.33%,Astrocytes_microglia 23; Astrocytes 4
SAMD1,1 out of 24,4.17%,Astrocytes_microglia 23
SAMD12,9 out of 24,37.50%,T_cells 18; Astrocytes 8; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Astrocytes 15; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; DA_neurons 6
SAMD12-AS1,0 out of 24,0.00%,
SAMD3,0 out of 24,0.00%,
SAMD4A,12 out of 24,50.00%,Oligodendrocytes 0; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Astrocytes 4; Oligodendrocytes 3; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Microglia 1; Endothelial_cells 9
SAMD4B,5 out of 24,20.83%,Astrocytes 8; Astrocytes 5; Astrocytes 4; Oligodendrocytes 3; Oligodendrocytes 0
SAMD5,1 out of 24,4.17%,Astrocytes_microglia 23
SAMD8,3 out of 24,12.50%,T_cells 18; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 12
SAMD9,0 out of 24,0.00%,
SAMD9L,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 19
SAMHD1,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 12
SAMM50,1 out of 24,4.17%,Astrocytes_microglia 23
SAMMSON,1 out of 24,4.17%,Oligodendrocytes 10
SAMSN1,2 out of 24,8.33%,T_cells 18; Microglia 19
SAP130,1 out of 24,4.17%,Oligodendrocytes 0
SAP18,3 out of 24,12.50%,DA_like_neurons 11; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14
SAP25,0 out of 24,0.00%,
SAP30,4 out of 24,16.67%,Astrocytes_microglia 23; Oligodendrocytes 3; Oligodendrocytes 2; Microglia 19
SAP30BP,1 out of 24,4.17%,Astrocytes_microglia 23
SAP30L,0 out of 24,0.00%,
SAP30L-AS1,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 19
SAPCD2,0 out of 24,0.00%,
SAR1A,3 out of 24,12.50%,T_cells 18; Oligodendrocytes 16; Oligodendrocytes 0
SAR1B,6 out of 24,25.00%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocytes 16; Oligodendrocytes 3; Microglia 19; Connective_tissue_cells 21
SARAF,12 out of 24,50.00%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SARM1,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_like_neurons 14
SARS,3 out of 24,12.50%,Astrocytes_microglia 23; Oligodendrocytes 10; GABA_like_neurons 14
SART1,0 out of 24,0.00%,
SART3,2 out of 24,8.33%,Oligodendrocytes 2; Oligodendrocytes 0
SASH1,4 out of 24,16.67%,Astrocytes 8; Astrocytes 5; GABA_like_neurons 14; Oligodendrocytes 16
SASH3,0 out of 24,0.00%,
SAT1,8 out of 24,33.33%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9
SAT2,4 out of 24,16.67%,Astrocytes 8; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Connective_tissue_cells 21
SATB2,1 out of 24,4.17%,Oligodendrocytes 20
SAV1,1 out of 24,4.17%,Oligodendrocytes 16
SAXO2,0 out of 24,0.00%,
SBDS,3 out of 24,12.50%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocytes 2
SBF1,2 out of 24,8.33%,Astrocytes_microglia 23; Oligodendrocytes 16
SBF2,4 out of 24,16.67%,Astrocytes 8; Oligodendrocytes 10; Oligodendrocytes 3; Endothelial_cells 9
SBF2-AS1,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_like_neurons 14
SBK1,0 out of 24,0.00%,
SBNO1,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; Oligodendrocyte_progenitor_cells 12
SBNO2,2 out of 24,8.33%,Astrocytes_microglia 23; Connective_tissue_cells 21
SC5D,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
SCAF1,1 out of 24,4.17%,Astrocytes_microglia 23
SCAF11,2 out of 24,8.33%,Oligodendrocytes 10; Oligodendrocytes 0
SCAF4,8 out of 24,33.33%,Oligodendrocytes 0; Oligodendrocytes 20; Astrocytes 5; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1
SCAF8,12 out of 24,50.00%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; DA_like_neurons 11; Endothelial_cells 9
SCAI,3 out of 24,12.50%,GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 20; GABA_like_neurons 14
SCAMP1,2 out of 24,8.33%,Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22
SCAMP2,1 out of 24,4.17%,Oligodendrocytes 20
SCAMP3,1 out of 24,4.17%,Astrocytes_microglia 23
SCAMP4,1 out of 24,4.17%,Oligodendrocytes 16
SCAMP5,3 out of 24,12.50%,Astrocytes_microglia 23; Oligodendrocytes 10; GLU_like_neurons 17
SCAND1,1 out of 24,4.17%,Endothelial_cells 9
SCAP,0 out of 24,0.00%,
SCAPER,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 3; Oligodendrocytes 2; DA_like_neurons 11; Endothelial_cells 9
SCARA3,3 out of 24,12.50%,Astrocytes_microglia 23; Astrocytes 15; Connective_tissue_cells 21
SCARB1,5 out of 24,20.83%,Microglia 19; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Endothelial_cells 9
SCARB2,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_neurons_expressing_GLU_receptors 22
SCARF1,0 out of 24,0.00%,
SCCPDH,3 out of 24,12.50%,Astrocytes 4; Oligodendrocytes 2; Connective_tissue_cells 21
SCD,7 out of 24,29.17%,Astrocytes 8; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GLU_like_neurons 17; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15; Oligodendrocytes 2
SCD5,7 out of 24,29.17%,Oligodendrocytes 10; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1; Endothelial_cells 9; DA_neurons 6
SCFD1,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
SCFD2,8 out of 24,33.33%,T_cells 18; Astrocytes 8; Oligodendrocytes 10; Oligodendrocytes 2; Astrocytes 15; Microglia 19; DA_like_neurons 11; Microglia 1
SCG2,19 out of 24,79.17%,GABA_like_neurons 14; Oligodendrocytes 3; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocytes 2; Microglia 19; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SCG3,6 out of 24,25.00%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; DA_neurons 6
SCG5,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 10; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; DA_neurons 6
SCGB2B2,4 out of 24,16.67%,Oligodendrocytes 10; Astrocytes 5; Oligodendrocytes 2; Oligodendrocytes 3
SCIMP,0 out of 24,0.00%,
SCIN,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 1
SCLT1,11 out of 24,45.83%,T_cells 18; Astrocytes 8; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 3; Oligodendrocytes 2; Astrocytes 15; Microglia 19; DA_like_neurons 11; Connective_tissue_cells 21
SCMH1,5 out of 24,20.83%,T_cells 18; Oligodendrocytes 10; Astrocytes 5; DA_like_neurons 11; Endothelial_cells 9
SCML1,0 out of 24,0.00%,
SCML2,0 out of 24,0.00%,
SCML4,1 out of 24,4.17%,T_cells 18
SCN1A,5 out of 24,20.83%,GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Astrocytes 15
SCN1B,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13
SCN2A,4 out of 24,16.67%,DA_like_neurons 11; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocyte_progenitor_cells 12; DA_neurons 6
SCN2B,2 out of 24,8.33%,GABA_neurons_expressing_GLU_receptors 22; GABA_like_neurons 14
SCN3A,3 out of 24,12.50%,GABA_neurons_expressing_GABA_receptors 13; Oligodendrocyte_progenitor_cells 12; DA_neurons 6
SCN3B,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; GABA_neurons_expressing_GLU_receptors 22
SCN4B,1 out of 24,4.17%,GABA_neurons_expressing_GABA_receptors 13
SCN7A,0 out of 24,0.00%,
SCN8A,5 out of 24,20.83%,GABA_neurons_expressing_GABA_receptors 13; Oligodendrocytes 20; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; DA_neurons 6
SCN9A,2 out of 24,8.33%,GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 12
SCNM1,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 19
SCO1,1 out of 24,4.17%,Astrocytes_microglia 23
SCOC,11 out of 24,45.83%,GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1; Endothelial_cells 9
SCP2,0 out of 24,0.00%,
SCPEP1,1 out of 24,4.17%,Oligodendrocytes 16
SCRG1,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
SCRIB,1 out of 24,4.17%,Astrocytes 4
SCRN1,7 out of 24,29.17%,Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Microglia 19; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SCRN3,3 out of 24,12.50%,Oligodendrocytes 20; Astrocytes 5; Oligodendrocytes 16
SCRT1,1 out of 24,4.17%,GABA_neurons_expressing_GABA_receptors 13
SCUBE1,0 out of 24,0.00%,
SCUBE2,0 out of 24,0.00%,
SCYL1,1 out of 24,4.17%,Astrocytes_microglia 23
SCYL2,3 out of 24,12.50%,DA_like_neurons 11; Astrocytes 5; Connective_tissue_cells 21
SCYL3,0 out of 24,0.00%,
SDAD1,0 out of 24,0.00%,
SDC1,0 out of 24,0.00%,
SDC2,2 out of 24,8.33%,GABA_like_neurons 14; DA_neurons 6
SDC3,1 out of 24,4.17%,Astrocytes 4
SDC4,1 out of 24,4.17%,Astrocytes 15
SDCBP,3 out of 24,12.50%,T_cells 18; Endothelial_cells 9; GLU_like_neurons 17
SDCBP2-AS1,1 out of 24,4.17%,Astrocytes_microglia 23
SDCCAG8,8 out of 24,33.33%,T_cells 18; GABA_like_neurons 14; Oligodendrocytes 20; Astrocytes 5; Astrocytes 15; Oligodendrocytes 0; DA_like_neurons 11; Endothelial_cells 9
SDF2,1 out of 24,4.17%,Astrocytes_microglia 23
SDF2L1,0 out of 24,0.00%,
SDF4,1 out of 24,4.17%,Connective_tissue_cells 21
SDHA,2 out of 24,8.33%,DA_neurons 6; Astrocytes 15
SDHAF3,0 out of 24,0.00%,
SDHB,1 out of 24,4.17%,Oligodendrocytes 20
SDHC,1 out of 24,4.17%,Connective_tissue_cells 21
SDK1,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 7
SDK2,3 out of 24,12.50%,DA_like_neurons 11; GABA_like_neurons 14; GLU_like_neurons 17
SDS,3 out of 24,12.50%,Astrocytes 8; Astrocytes 4; Astrocytes 5
SEC11A,2 out of 24,8.33%,Oligodendrocytes 16; Connective_tissue_cells 21
SEC11C,3 out of 24,12.50%,Oligodendrocytes 20; GABA_like_neurons 14; DA_neurons 6
SEC13,2 out of 24,8.33%,Oligodendrocytes 16; Connective_tissue_cells 21
SEC14L1,4 out of 24,16.67%,Astrocytes 8; Endothelial_cells 9; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17
SEC14L2,0 out of 24,0.00%,
SEC14L5,5 out of 24,20.83%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocytes 0
SEC16A,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 16; Oligodendrocytes 2
SEC22A,1 out of 24,4.17%,T_cells 18
SEC22B,6 out of 24,25.00%,Astrocytes 5; Astrocytes 4; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
SEC22C,0 out of 24,0.00%,
SEC23A,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 12
SEC23B,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 2; Connective_tissue_cells 21
SEC23IP,5 out of 24,20.83%,Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Connective_tissue_cells 21
SEC24A,0 out of 24,0.00%,
SEC24B,4 out of 24,16.67%,Astrocytes 8; DA_like_neurons 11; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 7
SEC24B-AS1,0 out of 24,0.00%,
SEC24C,1 out of 24,4.17%,Oligodendrocytes 16
SEC24D,3 out of 24,12.50%,Microglia 1; GABA_neurons_expressing_GLU_receptors 22; Microglia 19
SEC31A,6 out of 24,25.00%,Astrocytes 8; Oligodendrocytes 20; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Astrocytes 15; Microglia 1
SEC31B,2 out of 24,8.33%,Astrocytes 4; Oligodendrocyte_progenitor_cells 7
SEC61A1,2 out of 24,8.33%,Astrocytes_microglia 23; Astrocytes 4
SEC61A2,3 out of 24,12.50%,Astrocytes_microglia 23; Astrocytes 4; Oligodendrocytes 0
SEC61B,3 out of 24,12.50%,Oligodendrocytes 16; Endothelial_cells 9; Connective_tissue_cells 21
SEC61G,0 out of 24,0.00%,
SEC62,6 out of 24,25.00%,GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; DA_neurons 6
SEC63,3 out of 24,12.50%,Astrocytes 4; Microglia 1; Oligodendrocyte_progenitor_cells 7
SECISBP2,2 out of 24,8.33%,Astrocytes 5; Oligodendrocyte_progenitor_cells 7
SECISBP2L,4 out of 24,16.67%,Astrocytes 8; Oligodendrocytes 16; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 12
SEH1L,1 out of 24,4.17%,Connective_tissue_cells 21
SEL1L,5 out of 24,20.83%,Astrocytes 5; Astrocytes 4; Microglia 19; Microglia 1; DA_neurons 6
SEL1L3,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 7
SELENBP1,1 out of 24,4.17%,Astrocytes_microglia 23
SELENOF,1 out of 24,4.17%,T_cells 18
SELENOI,4 out of 24,16.67%,Oligodendrocytes 0; Astrocytes 5; Oligodendrocyte_progenitor_cells 7; Connective_tissue_cells 21
SELENOK,3 out of 24,12.50%,Oligodendrocytes 10; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12
SELENOM,8 out of 24,33.33%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
SELENOO,0 out of 24,0.00%,
SELENOP,12 out of 24,50.00%,T_cells 18; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 20; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GLU_like_neurons 17; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15; Microglia 19; Oligodendrocytes 2
