Gene,Statistic,Percentage,Cell Types
SEMA6D,21 out of 24,87.50%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Connective_tissue_cells 21; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SEMA7A,8 out of 24,33.33%,GABA_neurons_expressing_GABA_receptors 13; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocytes 0
SENP1,13 out of 24,54.17%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; Microglia 19; Microglia 1; Connective_tissue_cells 21
SENP2,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
SENP5,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SENP6,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SENP7,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
SEPHS1,1 out of 24,4.17%,Endothelial_cells 9
SEPHS2,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; DA_neurons 6
SEPSECS,1 out of 24,4.17%,Astrocytes_microglia 23
SEPT1,2 out of 24,8.33%,T_cells 18; GABA_like_neurons 14
SEPT10,20 out of 24,83.33%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
SEPT11,18 out of 24,75.00%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Microglia 19; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
SEPT2,23 out of 24,95.83%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SEPT3,8 out of 24,33.33%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; DA_neurons 6
SEPT4,12 out of 24,50.00%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocytes 0; Oligodendrocytes 3; Endothelial_cells 9; Connective_tissue_cells 21
SEPT6,14 out of 24,58.33%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; T_cells 18; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Microglia 19; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
SEPT7,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SEPT7-AS1,1 out of 24,4.17%,Astrocytes_microglia 23
SEPT8,20 out of 24,83.33%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 2; Connective_tissue_cells 21; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SEPT9,14 out of 24,58.33%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15; Microglia 19; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
SERAC1,11 out of 24,45.83%,Astrocytes_microglia 23; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocytes 0; Oligodendrocytes 3; DA_like_neurons 11
SERBP1,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SERF2,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SERGEF,23 out of 24,95.83%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SERHL2,1 out of 24,4.17%,Astrocytes_microglia 23
SERINC1,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SERINC3,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SERINC5,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
SERP1,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SERP2,15 out of 24,62.50%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocytes 0; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; DA_neurons 6; Connective_tissue_cells 21
SERPINA1,3 out of 24,12.50%,Astrocytes_microglia 23; Microglia 1; Microglia 19
SERPINB1,6 out of 24,25.00%,Astrocytes_microglia 23; T_cells 18; Microglia 19; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
SERPINB6,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
SERPINB9,12 out of 24,50.00%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Astrocytes 4; GLU_like_neurons 17; Astrocytes 15; Microglia 19; DA_like_neurons 11; Microglia 1; Endothelial_cells 9
SERPINB9P1,1 out of 24,4.17%,Astrocytes_microglia 23
SERPINE1,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 1
SERPINE2,11 out of 24,45.83%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; DA_like_neurons 11; DA_neurons 6
SERPING1,2 out of 24,8.33%,Endothelial_cells 9; Connective_tissue_cells 21
SERPINH1,7 out of 24,29.17%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 5; Astrocytes 4; Astrocytes 15; Endothelial_cells 9; Connective_tissue_cells 21
SERPINI1,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SERPINI2,5 out of 24,20.83%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 5; Astrocytes 4; Astrocytes 15
SERTAD1,1 out of 24,4.17%,Endothelial_cells 9
SERTAD2,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
SERTM1,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
SESN1,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
SESN2,3 out of 24,12.50%,Astrocytes_microglia 23; GABA_like_neurons 14; GLU_like_neurons 17
SESN3,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SESTD1,21 out of 24,87.50%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Connective_tissue_cells 21; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SET,19 out of 24,79.17%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Oligodendrocytes 10; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
SETBP1,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
SETD1B,4 out of 24,16.67%,GABA_neurons_expressing_GLU_receptors 22; Astrocytes_microglia 23; GABA_like_neurons 14; T_cells 18
SETD2,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
SETD3,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
SETD4,10 out of 24,41.67%,Astrocytes_microglia 23; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
SETD5,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
SETD7,21 out of 24,87.50%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
SETDB1,19 out of 24,79.17%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11
SETDB2,21 out of 24,87.50%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11
SETMAR,1 out of 24,4.17%,Astrocytes_microglia 23
SETX,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
